# CoordinateSystem: PROJCS["CH1903+ / LV95",GEOGCS["CH1903+",DATUM["CH1903+",SPHEROID["Bessel 1841",6377397.155,299.1528128,AUTHORITY["EPSG","7004"]],TOWGS84[674.374,15.056,405.346,0,0,0,0],AUTHORITY["EPSG","6150"]],PRIMEM["Greenwich",0,AUTHORITY["EPSG","8901"]],UNIT["degree",0.01745329251994328,AUTHORITY["EPSG","9102"]],AUTHORITY["EPSG","4150"]],PROJECTION["Oblique_Mercator",AUTHORITY["EPSG","9815"]],PARAMETER["latitude_of_center",46.95240555555561],PARAMETER["longitude_of_center",7.439583333333329],PARAMETER["azimuth",90],PARAMETER["recitified_grid_angle",90],PARAMETER["scale_factor",1],PARAMETER["false_easting",2600000],PARAMETER["false_northing",1200000],UNIT["metre",1,AUTHORITY["EPSG","9001"]],AUTHORITY["EPSG","2056"]]
#Label,X/Easting,Y/Northing,Z/Altitude,Yaw,Pitch,Roll,Error_(m),X_error,Y_error,Z_error,Error_(deg),Yaw_error,Pitch_error,Roll_error,X_est,Y_est,Z_est,Yaw_est,Pitch_est,Roll_est
DJI_0001.jpg,2507684.943811,1139152.188467,346.348027,119.199997,0.099998,-0.000000,114.184724,2.094725,-0.442980,114.164649,4.837373,4.664042,-0.395882,-1.220724,2507687.038518,1139151.745491,460.512675,123.864039,-0.295884,-1.220724
DJI_0002.jpg,2507679.062436,1139155.731288,346.348049,119.199997,0.000000,-0.000000,114.188115,2.958750,-0.988893,114.145492,4.916372,4.731194,-0.597828,-1.195458,2507682.021161,1139154.742404,460.493540,123.931191,-0.597828,-1.195458
DJI_0003.jpg,2507673.180399,1139159.369862,346.348073,119.199997,0.099998,-0.000000,114.213255,3.554892,-1.299594,114.150521,5.027021,4.774047,-0.906065,-1.287812,2507676.735260,1139158.070280,460.498593,123.974044,-0.806067,-1.287812
DJI_0004.jpg,2507668.809109,1139162.040274,346.348090,119.199997,0.099998,-0.000000,114.164150,2.677333,-0.836969,114.129683,5.016887,4.801127,-0.826915,-1.197725,2507671.486419,1139161.203313,460.477772,124.001124,-0.726917,-1.197725
DJI_0005.jpg,2507662.958275,1139165.622791,346.348113,119.199997,0.099998,-0.000000,114.132496,3.206459,-1.218004,114.080943,5.030580,4.876250,-0.523803,-1.120068,2507666.164706,1139164.404798,460.429056,124.076247,-0.423805,-1.120068
DJI_0006.jpg,2507657.815632,1139168.709601,346.248133,119.199997,0.099998,-0.000000,114.175538,3.039393,-1.202090,114.128745,5.005170,4.888516,-0.354495,-1.014136,2507660.854999,1139167.507522,460.376877,124.088513,-0.254497,-1.014136
DJI_0007.jpg,2507652.706172,1139171.870020,346.348154,119.199997,0.099998,-0.000000,114.086765,3.148642,-1.368825,114.035092,5.031032,4.904506,-0.704874,-0.871928,2507655.854786,1139170.501208,460.383245,124.104503,-0.604876,-0.871928
DJI_0008.jpg,2507649.054852,1139174.115582,346.348168,119.199997,0.000000,-0.000000,113.990043,2.136586,-0.659136,113.968112,5.078700,4.923233,-0.773135,-0.978384,2507651.191420,1139173.456452,460.316280,124.123230,-0.773135,-0.978384
DJI_0009.jpg,2507643.660624,1139177.376116,346.248189,119.199997,0.099998,-0.000000,114.040697,2.141741,-0.582141,114.019098,5.171195,4.949754,-1.053913,-1.063228,2507645.802346,1139176.793980,460.267286,124.149751,-0.953915,-1.063228
DJI_0010.jpg,2507636.463909,1139181.806948,346.348218,119.199997,0.099998,-0.000000,114.045285,4.399761,-2.085214,113.941305,5.200170,4.919760,-1.392168,-0.948471,2507640.863631,1139179.721753,460.289521,124.119757,-1.292170,-0.948471
DJI_0011.jpg,2507631.368620,1139184.914673,346.248238,119.199997,0.099998,-0.000000,114.214952,4.904951,-2.069402,114.090816,5.383599,4.805273,-1.965047,-1.425160,2507636.273528,1139182.845289,460.339052,124.005270,-1.865049,-1.425160
DJI_0012.jpg,2507625.952765,1139188.157023,346.248258,119.199997,0.099998,-0.000000,114.317377,5.107506,-1.964414,114.186327,5.389686,4.826720,-1.717047,-1.674287,2507631.060227,1139186.192626,460.434582,124.026717,-1.617049,-1.674287
DJI_0013.jpg,2507623.700680,1139189.547310,346.248267,119.199997,0.000000,-0.000000,114.161676,3.039720,-0.645756,114.119374,5.536896,4.882657,-1.777654,-1.912284,2507626.740374,1139188.901559,460.367640,124.082654,-1.777654,-1.912284
DJI_0014.jpg,2507623.229452,1139188.217307,346.348233,119.199997,0.000000,-0.000000,114.176873,3.653293,-0.384676,114.117762,5.333391,4.771563,-1.708931,-1.660364,2507626.882713,1139187.832635,460.465995,123.971560,-1.708931,-1.660364
DJI_0015.jpg,2507620.300646,1139183.515531,346.248102,119.199997,0.000000,-0.000000,114.270944,2.842874,-1.263861,114.228584,5.325546,4.710880,-1.473471,-1.999484,2507623.143496,1139182.251682,460.476686,123.910877,-1.473471,-1.999484
DJI_0016.jpg,2507619.073146,1139181.635061,346.248050,119.199997,0.099998,-0.000000,114.339522,3.181342,-0.735766,114.292887,5.184963,4.676496,-1.471347,-1.688006,2507622.254460,1139180.899301,460.540936,123.876493,-1.371349,-1.688006
DJI_0017.jpg,2507622.471236,1139179.597190,346.248037,119.199997,0.099998,-0.000000,114.322269,3.600628,-0.941874,114.261672,5.224142,4.516573,-1.605778,-2.076946,2507626.071832,1139178.655324,460.509708,123.716570,-1.505780,-2.076946
DJI_0018.jpg,2507628.027142,1139176.151952,346.248014,119.199997,0.000000,-0.000000,114.194805,3.324953,-0.905777,114.142796,5.329072,4.557664,-2.050988,-1.849366,2507631.352067,1139175.246183,460.390809,123.757661,-2.050988,-1.849366
DJI_0019.jpg,2507634.320806,1139172.327902,346.247990,119.199997,0.000000,-0.000000,114.040959,1.874695,-0.044632,114.025540,5.263787,4.570696,-1.828488,-1.863551,2507636.195485,1139172.283271,460.273530,123.770693,-1.828488,-1.863551
DJI_0020.jpg,2507638.959099,1139169.514399,346.247972,119.199997,0.000000,-0.000000,114.029842,1.951646,-0.152035,114.013038,4.955583,4.485873,-1.211695,-1.722363,2507640.910728,1139169.362365,460.261009,123.685870,-1.211695,-1.722363
DJI_0021.jpg,2507644.349770,1139166.300241,346.247952,119.199997,0.000000,-0.000000,114.022736,1.500193,0.217260,114.012660,4.833758,4.391804,-0.826312,-1.842411,2507645.849950,1139166.517500,460.260612,123.591801,-0.826312,-1.842411
DJI_0022.jpg,2507650.327005,1139162.740475,346.247931,119.199997,0.000000,-0.000000,114.082980,0.312890,0.743531,114.080128,4.761435,4.461935,-0.310925,-1.632706,2507650.639892,1139163.483999,460.328058,123.661932,-0.310925,-1.632706
DJI_0023.jpg,2507655.969431,1139159.361879,346.247910,119.199997,0.000000,-0.000000,114.222397,0.691777,0.613891,114.218653,4.780970,4.468279,-0.163156,-1.692789,2507656.661202,1139159.975765,460.466562,123.668276,-0.163156,-1.692789
DJI_0024.jpg,2507656.729215,1139158.886991,346.247907,119.199997,0.000000,-0.000000,114.439224,4.601356,-1.689488,114.334199,4.829329,4.464351,-0.539216,-1.761032,2507661.330532,1139157.197518,460.582104,123.664348,-0.539216,-1.761032
DJI_0025.jpg,2507661.626343,1139155.952183,346.247889,119.199997,0.000000,-0.000000,114.486287,4.578390,-1.732816,114.381579,4.758630,4.404956,-0.634956,-1.684562,2507666.204693,1139154.219383,460.629466,123.604953,-0.634956,-1.684562
DJI_0026.jpg,2507670.621524,1139150.502479,346.247854,119.199997,0.000000,-0.000000,114.388182,0.714937,0.450686,114.385059,4.713270,4.403078,-0.772526,-1.493658,2507671.336455,1139150.953160,460.632914,123.603075,-0.772526,-1.493658
