Exposure_image,Variety,Lon_exposure,Lat_exposure,Z_exposure,Plot_label,Lon_plot,Lat_plot,Z_plot,Lon_diff,Lat_diff,Z_diff,Planar_dist,Azimuth_drone,Total_dist,Mean_centroid_angle,Planar_diff_from_mean_centroid_angle,Lateral_dist_from_ex_pos,Longitudinal_dist_from_ex_pos,Lateral_angle_from_ex_pos,Longitudinal_angle_from_ex_pos,Azimuth_sun,Elevation_sun,Azimuth_diff,Elevation_diff,AngleSunPlotDrone,Longitudinal_dist_sun_direction,Lateral_dist_sun_direction,Longitudinal_angle_from_sun_direction,Lateral_angle_from_sun_direction,Temp_by_img_plot,Central_Temp,Central_4pixel_temp,TimeStamp,Sensor_x,Sensor_y
DJI_0170.jpg,Variety_28,2507739.757656,1139158.23726,460.3610429655291,12_Experiment2_21,2507728.564891742,1139157.8780942997,422.39917484406504,-11.192764258012176,-0.359165700385347,37.96186812146408,11.198525426848311,268.1620608362471,39.57916627478652,124.71085686603028,216.54879602978315,-6.6688,-8.9963,-9.963545287481548,-13.332150060650987,190.31,66.4,282.1479391637529,49.964254109778864,63.98854082907094,2.3566,-10.9478,3.5522537428637286,-16.087000036533805,22942.0,24,22128,2021-07-01 13:56:52,439.9,-425.4
DJI_0170.jpg,Variety_33,2507739.757656,1139158.23726,460.3610429655291,13_Experiment2_21,2507727.6875640145,1139156.6415865677,422.4493199908544,-12.070091985631734,-1.5956734323408455,37.91172297467472,12.175109619395212,262.46913313031973,39.81873972331079,124.71085686603028,222.24172373571054,-8.1848,-9.0134,-12.182666527997725,-13.373616402366428,190.31,66.4,287.84086686968027,48.59590770854605,62.15907233577383,3.7301,-11.5896,5.619194252094253,-16.998373383432142,23252.0,24,22128,2021-07-01 13:56:52,469.7,-426.1
DJI_0170.jpg,Variety_38,2507739.757656,1139158.23726,460.3610429655291,36_Experiment2_21,2507726.8865138856,1139155.441879184,422.57078215363737,-12.871142114512622,-2.79538081609644,37.790260811891756,13.171197866518462,257.7466760331912,40.019798418655014,124.71085686603028,226.96418083283908,-9.6272,-8.9888,-14.292288238402566,-13.379754292548249,190.31,66.4,292.5633239668088,47.18480740721643,60.4115325398337,5.0538,-12.163,7.617134044603275,-17.841052256500255,22569.0,24,22128,2021-07-01 13:56:52,498.4,-426.0
DJI_0170.jpg,Variety_39,2507739.757656,1139158.23726,460.3610429655291,37_Experiment2_21,2507726.038935528,1139154.2486570547,422.7556931068157,-13.71872047195211,-3.988602945348248,37.605349858713396,14.28678567219368,253.7886536645304,40.227783717717216,124.71085686603028,230.92220320149988,-11.0907,-9.006,-16.43202495695531,-13.467949047101838,190.31,66.4,296.5213463354696,45.5975323985828,58.696507894872994,6.3795,-12.7834,9.62818723824622,-18.774729525127192,22216.0,24,22128,2021-07-01 13:56:52,528.1,-426.6
DJI_0170.jpg,Variety_45,2507739.757656,1139158.23726,460.3610429655291,Fill_001,2507725.2259746455,1139153.0101534438,422.6017445531385,-14.531681354623288,-5.227106556296349,37.75929841239065,15.443199342855818,250.21612958958525,40.795306378787615,124.71085686603028,234.49472727644502,-12.5717,-8.9691,-18.414826530257706,-13.362037782132942,190.31,66.4,300.09387041041475,44.15589825757826,57.009983787455845,7.7435,-13.3615,11.589267337841559,-19.486827422360083,22299.0,24,22128,2021-07-01 13:56:52,556.3,-425.0
DJI_0170.jpg,Variety_45,2507739.757656,1139158.23726,460.3610429655291,Fill_002,2507724.4259994444,1139151.7627250217,422.5063634412042,-15.331656555645168,-6.474534978391603,37.85467952432492,16.642694971869002,247.1057411513123,41.351614936009675,124.71085686603028,237.605115714718,-14.0527,-8.9163,-20.366313288421736,-13.25388075813531,190.31,66.4,303.2042588486877,42.667454263529784,55.357024172210046,9.114,-13.9253,13.537052979783983,-20.19665360666884,22507.0,24,22128,2021-07-01 13:56:52,584.8,-423.0
DJI_0170.jpg,Variety_45,2507739.757656,1139158.23726,460.3610429655291,Fill_003,2507723.5870672003,1139150.5420710326,422.43760418069775,-16.170588799752295,-7.695188967511058,37.923438784831376,17.908206928008685,244.5513621229484,41.939135478014215,124.71085686603028,240.1594947430819,-15.5338,-8.9109,-22.2744713174276,-13.22296462933738,190.31,66.4,305.75863787705157,41.12238105140159,53.79507802955673,10.4651,-14.5323,15.427021398819464,-20.966882837983174,22756.0,24,22128,2021-07-01 13:56:52,613.8,-423.3
DJI_0170.jpg,Variety_45,2507739.757656,1139158.23726,460.3610429655291,Fill_220,2507729.351915024,1139159.0829807979,422.5141345608619,-10.405740975867957,0.8457207977771759,37.846908404667204,10.440052151433454,274.6464696970652,39.260452935694964,124.71085686603028,210.06438716896508,-5.2302,-9.0355,-7.868075032361419,-13.427351368399467,190.31,66.4,275.6635303029348,50.97850594690172,65.79627321352764,1.0303,-10.3891,1.5593682050042978,-15.349788195481862,23045.0,24,22128,2021-07-01 13:56:52,412.3,-426.9
DJI_0170.jpg,Variety_45,2507739.757656,1139158.23726,460.3610429655291,Fill_222,2507730.1651884406,1139160.2663009614,422.5185133411038,-9.592467559501529,2.0290409612935036,37.84252962442531,9.804715248424916,281.94340612055726,39.09206427752573,124.71085686603028,202.767450745473,-3.7943,-9.0408,-5.72565392561858,-13.436440250706527,190.31,66.4,268.36659387944275,51.87449862421216,67.60429728956761,-0.2795,-9.8007,-0.42317147784883097,-14.51980433681045,23066.0,24,22128,2021-07-01 13:56:52,384.3,-427.5
DJI_0171.jpg,Variety_28,2507734.516662,1139161.834461,460.4677894515892,12_Experiment2_21,2507728.564891742,1139157.8780942997,422.39917484406504,-5.951770258136094,-3.956366700353101,38.06861460752418,7.146775963558412,236.38651140441758,38.73365235566483,124.71085686603028,248.32434546161272,-6.6414,-2.6397,-9.89614864142264,-3.966573739652967,190.33,66.4,313.94348859558244,55.767389519872275,59.2823869499134,4.9595,-5.1459,7.422570683655863,-7.698257914532574,22921.0,24,21647,2021-07-01 13:56:54,437.7,-303.0
