Exposure_image,Variety,Lon_exposure,Lat_exposure,Z_exposure,Plot_label,Lon_plot,Lat_plot,Z_plot,Lon_diff,Lat_diff,Z_diff,Planar_dist,Azimuth_drone,Total_dist,Mean_centroid_angle,Planar_diff_from_mean_centroid_angle,Lateral_dist_from_ex_pos,Longitudinal_dist_from_ex_pos,Lateral_angle_from_ex_pos,Longitudinal_angle_from_ex_pos,Azimuth_sun,Elevation_sun,Azimuth_diff,Elevation_diff,AngleSunPlotDrone,Longitudinal_dist_sun_direction,Lateral_dist_sun_direction,Longitudinal_angle_from_sun_direction,Lateral_angle_from_sun_direction,Temp_by_img_plot,Central_Temp,Central_4pixel_temp,TimeStamp,Sensor_x,Sensor_y
DJI_0001.jpg,Variety_5,2507687.038518,1139151.745491,460.5126591423744,154_Experiment121,2507671.4481164743,1139144.9247950045,422.7637145996094,-15.590401525609195,-6.820695995353162,37.748944542765,17.01712412808769,246.37094514661098,41.407310075438275,124.71085686603028,238.33991171941932,-14.4846,-8.9319,-20.992244633912566,-13.312113998027568,187.08,66.55,300.70905485338903,42.28427455790896,56.26663042182734,8.6903,-14.6308,12.964358033585736,-21.185419195962094,16716.0,18,18693,2021-07-01 13:51:13,600.8,-437.4
DJI_0001.jpg,Variety_2,2507687.038518,1139151.745491,460.5126591423744,167_Experiment121,2507670.5791934137,1139143.719663385,422.7608224141229,-16.459324586205184,-8.025827614823356,37.751836728251476,18.311834281057692,244.0054033406657,41.95860401745364,124.71085686603028,240.7054535253646,-15.97,-8.96,-22.929614753354933,-13.351510222261659,187.08,66.55,303.0745966593343,40.67391976707136,54.79172615667316,9.9933,-15.3446,14.826716471851629,-22.11976018321312,16804.0,18,18693,2021-07-01 13:51:13,630.9,-438.8
DJI_0001.jpg,Variety_21,2507687.038518,1139151.745491,460.5126591423744,168_Experiment121,2507677.123144144,1139139.2370488658,422.8954947825228,-9.915373855736107,-12.508442134130746,37.617164359851586,15.961696755730966,218.4036705292801,40.8635145061949,124.71085686603028,266.3071863367502,-15.9286,-1.028,-22.94972705305789,-1.565386609765252,187.08,66.55,328.6763294707199,43.5575402779924,47.74345960490025,13.6352,-8.298,19.924204694839474,-12.439701595322614,17854.0,18,18693,2021-07-01 13:51:13,629.4,-281.6
DJI_0001.jpg,Variety_16,2507687.038518,1139151.745491,460.5126591423744,169_Experiment121,2507683.672780082,1139134.695817685,422.63297481327265,-3.3657379178330302,-17.049673314904794,37.879684329101735,17.378709729911357,191.16704993120408,41.67601272613434,124.71085686603028,293.5438069348262,-15.932,6.9419,-22.811371159261434,10.384893752491793,187.08,66.55,355.9129500687959,41.904954423620026,41.98834472248695,17.3345,-1.2386,24.58977849403313,-1.8728053849420736,18612.0,18,18693,2021-07-01 13:51:13,628.0,-124.6
DJI_0001.jpg,Variety_27,2507687.038518,1139151.745491,460.5126591423744,27_Experiment121,2507686.5226442385,1139167.01378674,422.5847993933636,-0.515873761381954,15.268295740010217,37.92785974901079,15.277008232703695,358.06486918185703,40.888990274678214,124.71085686603028,126.64598768417324,12.2573,-9.1184,17.909486303007156,-13.518176200769066,187.08,66.55,189.01513081814298,44.61085772648209,88.24644430374353,-15.0883,-2.3938,-21.693441859475293,-3.6114074419270725,18483.0,18,18693,2021-07-01 13:51:13,74.6,-440.9
DJI_0001.jpg,Variety_28,2507687.038518,1139151.745491,460.5126591423744,28_Experiment121,2507693.037088438,1139162.4579504356,422.60155029296874,5.9985704380087554,10.712459435686469,37.91110884940565,12.277607033171432,29.247169775830976,39.849614912222975,124.71085686603028,95.4636870901993,12.2218,-1.169,17.868306284880227,-1.766172297393811,187.08,66.55,157.83283022416904,48.60532473924363,83.29081608405993,-11.3701,4.6325,-16.69476195203327,6.966648579024214,18892.0,18,18693,2021-07-01 13:51:13,75.8,-284.1
DJI_0001.jpg,Variety_29,2507687.038518,1139151.745491,460.5126591423744,29_Experiment121,2507699.695390241,1139157.9424203828,422.6349234147505,12.656872241292149,6.196929382858798,37.87773572762387,14.092492636454718,63.913174462373114,40.41436888731834,124.71085686603028,60.79768240365717,12.3014,6.8757,17.992033419836954,10.288503113928376,187.08,66.55,123.16682553762689,46.14217475478108,78.58227332270388,-7.7097,11.7966,-11.504920447803954,17.298619828596653,18049.0,18,18693,2021-07-01 13:51:13,73.7,-125.9
DJI_0001.jpg,Variety_7,2507687.038518,1139151.745491,460.5126591423744,32_Experiment121,2507698.019037246,1139155.4418189353,422.7463586980646,10.980519245844334,3.696327935438603,37.76630044430976,11.585967508786723,71.39543048875572,39.503519999672605,124.71085686603028,53.31542637727456,9.2912,6.9216,13.821326727352705,10.38559674358156,187.08,66.55,115.68456951124429,49.495003570908864,74.7025168714659,-5.0215,10.4412,-7.573763731936741,15.45445572682131,17767.0,18,18693,2021-07-01 13:51:13,132.5,-125.3
DJI_0001.jpg,Variety_12,2507687.038518,1139151.745491,460.5126591423744,33_Experiment121,2507691.3304162985,1139159.9971326694,422.67958984375,4.291898298542947,8.25164166954346,37.833069298624366,9.301074198584905,27.480140914046963,38.95960874806234,124.71085686603028,97.23071595198331,9.2271,-1.1707,13.706277922003022,-1.7723852088796748,187.08,66.55,159.59985908595306,52.73803017426379,79.56268004850372,-8.7177,3.2421,-12.975911219812547,4.897988194169478,18936.0,18,18693,2021-07-01 13:51:13,134.0,-284.0
DJI_0001.jpg,Variety_5,2507687.038518,1139151.745491,460.5126591423744,34_Experiment121,2507684.8080767174,1139164.5565820786,422.75098485532016,-2.230441282503307,12.811091078678146,37.761674287054234,13.003804171890692,350.1236644036378,39.937989031778436,124.71085686603028,134.58719246239247,9.2611,-9.1286,13.779883416294185,-13.590094096336516,187.08,66.55,196.9563355963622,47.54807791080485,84.80525246223692,-12.4385,-3.7925,-18.23161538400621,-5.735128131448259,17897.0,18,18693,2021-07-01 13:51:13,133.0,-440.9
DJI_0001.jpg,Variety_22,2507687.038518,1139151.745491,460.5126591423744,47_Experiment121,2507683.9868166544,1139163.3401129786,422.82635498046875,-3.0517013454809785,11.594621978700161,37.68630416190564,11.989501237789971,345.25419558061196,39.547511442752416,124.71085686603028,139.4566612854183,7.7935,-9.111,11.684023763931247,-13.590984885185742,187.08,66.55,201.82580441938805,48.902078556985245,83.04850662861575,-11.1301,-4.4575,-16.45373654511782,-6.745549889559004,17919.0,18,18693,2021-07-01 13:51:13,161.6,-440.7
DJI_0001.jpg,Variety_27,2507687.038518,1139151.745491,460.5126591423744,48_Experiment121,2507690.4910446643,1139158.7651098575,422.6457292961352,3.4525266643613577,7.019618857651949,37.8669298462392,7.822722625456499,26.189787293919963,38.666514780295756,124.71085686603028,98.52106957211032,7.7364,-1.1591,11.546901900636525,-1.7532661949903903,187.08,66.55,160.89021270608004,54.877774512390744,77.6229349817201,-7.3916,2.561,-11.045211961616292,3.8691116835679797,19193.0,18,18693,2021-07-01 13:51:13,163.3,-283.8
DJI_0001.jpg,Variety_23,2507687.038518,1139151.745491,460.5126591423744,49_Experiment121,2507697.214212898,1139154.1672533245,422.62524159749347,10.175694898236543,2.421762324636802,37.88741754488092,10.459909149654573,76.6129491071902,39.30478479319252,124.71085686603028,48.09790775884008,7.7852,6.9858,11.611652132520895,10.447039021047765,187.08,66.55,110.46705089280981,51.11630480037347,72.64873881238076,-3.6575,9.7996,-5.514019373632207,14.50176840480678,18288.0,18,18693,2021-07-01 13:51:13,162.5,-124.1
DJI_0001.jpg,Variety_13,2507687.038518,1139151.745491,460.5126591423744,52_Experiment121,2507696.3241343843,1139152.9615783796,422.8860686546148,9.285616384353489,1.21608737972565,37.626590487759586,9.364910045083292,82.53874349032503,38.77450002109714,124.71085686603028,42.17211337570525,6.2872,6.9406,9.486176526869135,10.45129810799503,187.08,66.55,104.54125650967498,52.57358932384014,70.69873781049577,-2.3513,9.0649,-3.5757854284815536,13.54542282302573,18849.0,18,18693,2021-07-01 13:51:13,191.0,-124.3
DJI_0001.jpg,Variety_28,2507687.038518,1139151.745491,460.5126591423744,53_Experiment121,2507689.6603442905,1139157.5180624851,422.763485420041,2.6218262906186283,5.772571485256776,37.74917372233341,6.340075287453506,24.426926097616118,38.277887498782974,124.71085686603028,100.28393076841417,6.2382,-1.1319,9.383549050784556,-1.7174857287552188,187.08,66.55,162.65307390238388,57.01600049661561,75.67567429264342,-6.0517,1.8903,-9.107786736933132,2.8667070079669803,18871.0,18,18693,2021-07-01 13:51:13,192.1,-283.2
DJI_0001.jpg,Variety_2,2507687.038518,1139151.745491,460.5126591423744,54_Experiment121,2507683.1257718187,1139162.0774490149,422.7783106550386,-3.9127461812458932,10.331958014983684,37.73434848733581,11.048028742822853,339.25815979929655,39.31844344408794,124.71085686603028,145.45269706673372,6.2652,-9.0998,9.427071605767793,-13.558250841719696,187.08,66.55,207.82184020070346,50.23079225714184,81.14505564012897,-9.7709,-5.1564,-14.517267807042153,-7.781275207930277,18331.0,18,18693,2021-07-01 13:51:13,191.8,-439.9
DJI_0001.jpg,Variety_17,2507687.038518,1139151.745491,460.5126591423744,67_Experiment121,2507681.4836639245,1139159.622645701,422.6876296139835,-5.554854075424373,7.877154701156542,37.82502952839087,9.638774298903952,324.8090701746556,39.03381647762428,124.71085686603028,159.9017866913747,3.3122,-9.0518,5.004417605191037,-13.45819201703786,187.08,66.55,222.27092982534444,52.25384726749328,77.40885658949007,-7.1324,-6.4834,-10.678479331289758,-9.726267756590564,17854.0,18,18693,2021-07-01 13:51:13,249.9,-438.4
DJI_0001.jpg,Variety_25,2507687.038518,1139151.745491,460.5126591423744,68_Experiment121,2507687.923007846,1139155.123161897,422.7191725231352,0.8844898459501565,3.3776708971709013,37.79348661923916,3.491558817660704,14.674198564715923,37.95442811867666,124.71085686603028,110.03665830131436,3.2802,-1.1963,4.960426630198249,-1.8130124712144806,187.08,66.55,172.4058014352841,61.271700733403335,71.78365466469083,-3.4609,0.4614,-5.2322097375554995,0.6994580743865931,18201.0,18,18693,2021-07-01 13:51:13,250.1,-284.2
DJI_0001.jpg,Variety_30,2507687.038518,1139151.745491,460.5126591423744,69_Experiment121,2507694.694624453,1139150.422003604,422.65021780635533,7.656106452923268,-1.3234873958863318,37.86244133601906,7.769657965802825,99.807616828726,38.651417164562645,124.71085686603028,24.903240037304286,3.2717,7.0472,4.938670552861163,10.543607942438614,187.08,66.55,87.27238317127402,54.95346334315016,66.5092229289303,0.3697,7.7609,0.5594350442038509,11.583818522114223,18028.0,18,18693,2021-07-01 13:51:13,250.6,-123.1
DJI_0001.jpg,Variety_14,2507687.038518,1139151.745491,460.5126591423744,72_Experiment121,2507693.8819929273,1139149.2098954066,422.6768312559023,6.843474927358329,-2.5355955932755023,37.83582788647209,7.298108939582927,110.33031666798433,38.533261812994226,124.71085686603028,14.38054019804595,1.8126,7.0694,2.74277037679178,10.583345208420123,187.08,66.55,76.74968333201568,55.63236660944004,64.4961615252029,1.6728,7.1038,2.531516006094934,10.633672500167371,18677.0,18,18693,2021-07-01 13:51:13,279.1,-122.7
